,RATING,CUT_COMMENT
17786,4.0,呵呵 片场 那 点破 事儿 果然 鱼龙混杂 什么 都 有 啊
17787,4.0,李翰祥 萌暴 邵音音 的 唇膏 太 美
17788,5.0,凉介 的 头发 又 变回 了 黑色 剧情 改编 可不可以 不 这么 基凉 介来 加油站 找拓海 拓海 你 脸红 个 毛 啊 还有 中里毅 和 庄司 慎吾是 怎么回事 一对 傲娇 是 吗 最后 拓海 终于 走上 了 追逐 凉介 的 道路
17789,5.0,这个 才 是 漂移
17790,4.0,13
17791,5.0,算是 剧场版 的 东西 但是 里面 的 内容 是 很多 的 最 重要 的 是 关于 拓海 他 心理 上 的 成长
17792,5.0,学生 时代 的 重要 回忆 经典之作
17793,4.0,唯一 一部 电影版
17794,5.0,很 好看
17795,5.0,更 像是 剧场版 也好 不 拖沓
17796,4.0,拓海多 了 个 女朋友
17797,5.0,头文字 D 应该 是 我 有生之年 最最 喜欢 的 一部 动画 吧
17798,4.0,再见 过去 新 的 起点 PS 雪地 山路 英雄救美 作为 高超 部分 太燃 了
17799,5.0,怀疑 第二部 的 经费 都 挪到 电影版 里 去 了 第三部 画面 细节 质 的 飞跃 拓海 与 夏树 的 关系 也 非常 明朗 没有 太多 的 废话 直奔 比赛 细节 和 解说 最后 有 煽情 的 恋爱 情节 Project   D 要 开启 了 哦
17800,5.0,打 酱油 的 一部
17801,5.0,失足 少女 也 有 爱情 呵呵
17802,3.0,我草 跑 偏 就算 了 这 跑 的 也 太 偏 了 把 一会 是 搅基 一会 又 看 流星雨 去 了
17803,4.0,首先 恭喜 著名 NTR 车手 藤原 豆腐 拓海 接盘 成功 剧场版 就是 不 一样 一口气 下来 节奏感 比 TV 版 舒服 多 了
17804,5.0,之前 以为 故事 到 这里 就 完结 了
17805,5.0,作为 一部 的 剧场版 的 第三季 开场 就 被 画面 震撼 了 制作 质量 没 的 说 剧情 承上启下 依然 热血
17806,3.0,昨天 看 的
17807,2.0,真是 不知疲倦
17808,2.0,呃 韬 韬 这里 没 那么 尴尬 嘛 还是 有 进步 的
17809,2.0,韬 韬 还 蛮 可爱 的 吧 然而 是 真的 受不了 大特写 影楼 美学 的 画面
17810,2.0,跳票 那么 久 出来 这种 东西 还有 脸 碰瓷 加勒比 梁静茹 给 的 勇气 吗 每次 形容 一个 完美 惊为天人 的 女人 的 时候 要么 省 省 笔墨 不要 那么 夸张 要么 找个 靠 谱 的 演员 哪怕 是 棒国 整容 脸 也 行 如同 sylm 双胞 姐妹 的 女士 饰演 这种 角色 真是 一点点 点 的 说服力 都 没有 故事 整个 都 是 神经病 适合 倍速 观看
17811,2.0,一如既往 的 狗血 煽情
17812,3.0,片子 不错 只是 我 已 免疫
17813,3.0,看 的 时候 刚好 得知 林秀晶 整容 的 事
17814,4.0,豆瓣 评分 低 了 小白 的 设置 有些 刻意 但 悬疑 感 的 铺陈 相当 充分 有 引人入胜 之感 黄子 韬 哭 戏 很 有 感染力 台词 还有 进步 空间 结尾处 的 精英 范儿帅 我 一脸 血
17815,2.0,挑战 尴尬 癌 的 极限
17816,1.0,
17817,3.0,6 改编 其实 挺 好 叙事 也 比较 流畅 不过 跟 原著 一样 亮点 不 多 合格 但 没有 很多 吸引 人 的 地方 三星 半
17818,3.0,剧情 不咸不淡   表演 不温不火
17819,3.0,爱上 了 那 把 伞 买 了 那 把 伞 就是 结局 有点 你 仓促 了 很 喜欢 林秀晶 和 她 妈妈 在 一起 的 戏份 很 温馨 很 羡慕
17820,5.0,在 那 時 我 認識 了 她 一個 純潔 可愛的 女孩子 林秀晶
17821,3.0,可怜天下父母心
17822,3.0,韩片 的 老套路 逃不开 的 车祸 和 疾病 有点 腻味
17823,3.0,非常 少年 向 人生 最后 一个 把 爱情 当作 生死攸关 之事 的 夏天 偷窥 情节 想起 后窗 表演 角色 气质 没 问题 卖关子 水平 不算 低 少年 中 二 风吹草动 也 紧张 是 真的 开场 和 结尾 独白 比较 奇怪 调色 过头 人物 的 力度 没 起来 技法 还是 平淡 了 些 精力 不 集中 的 感觉 女主 不错
17824,5.0,杨 采钰太美 了 太美 了 太美 了 五星 全给 她 啊啊啊 啊啊啊
17825,1.0,看后 忘 了 爱 系列
17827,3.0,黄子 韬 真的 演技 不错 念白 特别 好 唯独 剧情 真的 糟糕 把 片子 毁 了
17828,3.0,林秀晶 在 这部 电影 里 好 美好 美好 美 不 绝症 不 韩剧 但 不要 一 开始 就 告诉 我 呀 看 的 时候 有 那么 一下子 觉得 恋爱 就是 找 一个 人 一起 中 二
17829,5.0,最爱 的 韩国 电影
17830,3.0,ing
17831,3.0,林秀晶 那种 坚定 的 纯净 的 眼神 有 穿透力 的 笑容 让 纯爱 片 看 得 特别 励志
17832,4.0,又 是 绝症 不过 林秀晶 可真 可爱 真 好看 啊 好像 我盆友 年轻 的 时候 愿 我 的 盆友 一直 幸福
17833,4.0,滔滔 演技 竟然 还 不错
17834,1.0,结尾曲 要是 wuli 滔滔 深情 演绎 一首 爱情 买卖 就 完美 了
17835,1.0,女主 跟 黄子 韬 有 床戏 心疼
17836,2.0,要是 说 日语 我 感觉 这 片子 还 不 违 和 穿 了 后窗 的 衣服 什么 时候 去 看看 岛田 大神 的 原作 整改 各 大名 作 后半段 这 真是 日本 人 最 喜欢 干 的 事情 啊 还有 为什么 你们 短评 区 都 说 无理 滔滔 的 演技 在线 如果 大家 的 看法 都 是 这样 那 我 觉得 是 时候 给 我 幂 正名 了
17837,1.0,又 来 刷新 烂片 新 高度 了
17838,2.0,不想 多 说 剧情 如 剧名 般 神奇 这种 卡司 女主 居然 是 韩国 人 SMG 是 制作 单位 吗
17839,1.0,还好 我 没 看 完 就 把 电视 砸 了   不然 非得 恶心 死 不行
17840,1.0,神奇
17841,4.0,"有点 埋怨 起 第一次 来   其实 是 很 值得 用 陌生 新奇 的 心去 触 碰 的   但 变得 处处 成比 对   ing 要 比 第一次 少 了 很多 所谓 的 缘分   但是 多 了 一堆 又 一堆 的 动情 
 当 我 渐渐 长大成人   我会 忘 了 开始 弱弱 地 追求 着 单纯 美好   恨不得 一 抓 是 一大 把 成就   我 总是 惶恐 全心全意 担心 只会 让 自己 牺牲   我 不怕牺牲   但 很 怕 被 人 说 成 假装"
17842,4.0,我 居然 不记 的 这 是 高中 时候 看 的 电影 哎
17843,4.0,好看 啊 重病 吸烟 的 女 高中生 和 LX 大学生 的 故事
17844,4.0,最后 女主角 怎么 就 死 了 呢
17845,3.0,虽然 关于 爱情 悲剧 的 影片 不在少数 但 像 这部 影片 一样 能 在 细节 中 拍出 真情 特别 教 人 动容 的 却 为数不多 林秀晶 的 演技 确实 不俗 啊 也 很 喜欢 她 的 嘴唇 只是 有 一点 没 搞 明白 影片 中 她 的 左手 到底 是 什么 病 啊
17846,4.0,为什么 会 翻译成 第一次 亲密 接触 呢
17847,3.0,余味 是 没有 原作 好 但 也 还行 啦 至少 能 很 顺地 看 到底 的 匿名 短信 那条 线 不 多余 撑 了 好多 强 悬念
17848,1.0,太 狗血 了 剧情 推进 靠 独白 靠 解释 可太 不行 了 床戏 还是 挺 好看 的 08 倍 看 的 hzt 台词 有点儿 飘 加油
17849,2.0,韬 韬 可以 的 出乎意料
17851,1.0,这部 片 又 没能 逃过 逢晓明 必 烂片 的 定律 真 失望 啊
17852,1.0,不能 说 脏话 那 就 没什么 可说 的 了
17854,1.0,真 TM 神奇 唯一 能 看 的 是 众 篮球 明星
17855,1.0,唉 我 就 不 说 啥 了
17856,4.0,雖然 不 怎麼 喜歡 這個 爛俗 的 故事 但是 還是 哭 了 嗯
17857,1.0,看求 不 懂 这 塔马 是 啥
17858,1.0,看过 最烂 的 电影 刺陵 比之要 高 几个 档次 开头 那 有人 说 黄晓明 还 拍 过 毛片 啊 我 以为 真 拍 也 比 这强 多 了
17859,1.0,怎么 给 打 负分
17860,1.0,这 电影 真 神奇
17861,1.0,不 晓得 在 哪个 网络 写手 那儿 弄 的 本子
17862,1.0,看 了 宣传片 就 不会 看 了 没吃过 屎 的 人 都 知道 屎 不 好吃
17863,1.0,黄 xiao   ming 是 烂片 王嘛
17864,1.0,實在 看不下去 了 看 了 大概 一半 吧 看 這種 片 太浪費 人生 不喜 歡黃曉明 一萬年 從 沒覺 得 他帥 啊 他 拍 的 劇我 沒 一部 喜歡 啊 他 還是 那 副 屌 樣自以 為 天下第一 帥 啊 怎麼 破 這 片子 簡直 不能 更爛 看爛片 歡迎 到 TC 來 找
17865,1.0,想 把 拍 这 电影 的 所有人 都 突突 了
17866,1.0,烂片 下限 再 一次 被 刷新
17867,1.0,之前 一直 觉得 富春山 和 小 时代 已经 烂 到 极致 了 没想到 此等 翔物 降临 祝 导演 全家 死光 吧
17868,3.0,3 导演 还是 有点 想法 的 全程无 t 有点 囧 Brian   is   decent   Jim   is   such   a   dic   Bob   is   too   old   to   have   fun   Drew   is   too   good   for   Jim   被 片尾 的 长诗 震撼 到 qaf 翻得 真 tm 好
17869,3.0,一般
17870,3.0,各有 归宿   画面 不 独到 但 很 美
17871,2.0,我 竟 在 这部 不知所云 的 钙片 上 浪费 了 一个半 小时 好气 啊
17872,3.0,居然 全是 无 安全措施 的 性行为
17873,3.0,没有 get 到 那个 万人迷 的 美 啊
17874,4.0,最后 的 那段 诗 实在 是 太美 了
17875,3.0,喝下 这碗 鸡汤
17876,2.0,什么 破 片子 啊
17877,1.0,脱衣服   一次   soft   flash   几处 ML 时 都 是 一直 上身 头部 的 镜头
17878,2.0,呵呵
17879,3.0,唔   不知所云
17880,2.0,一个 脸上 很多 痘 印 的 嘴巴 微爆 长相 中等 的 在 电影 里 却 被 设定 为 男神 的 角色 好 尴尬 然后 一圈 人 都 还 围着 他 转 excuse   me 导演 你 该 去 看 眼科 啦 最后 一段 出现 的 纹身 男倒 是 我 的 菜   痞痞 的 帅帅 的 又 是 黑人 你 懂得 种族 天赋 那 地方 不出意外 的话 嘿嘿   ps 第一段 的 激情戏 不错 一星加 给 它 的
17881,5.0,很 真实 啊     不安全感   每个 人 的   看则 走 肾 实则 走心
17882,2.0,几个 不同 的 故事
17883,4.0,很 喜欢
17884,4.0,构架 还 不错 有着 典型 的 那种 好莱坞 想 讲 点儿 什么 又 讲 不到 点子 上 没法儿 很 深刻 的 效果 同情 你 而且 那个 黑色 雕塑家 什么 鬼娃 你 睡 的 下去 嘴 也 算了 还 当 回事儿 也 是 无语 还 不如 那个 骑单车 卖 药丸 儿 的 拉美 看着 有 个人 样
17885,3.0,费城 观光 指南 不
17886,4.0,我 看 得 同性 题材 不多 但 很 喜欢 这个 神经质 作家 这 调调 我 很 喜欢 啊
17887,2.0,节奏 带 不 起感 故事 没有 推进 或者 推进 得 太 缓慢 了
17888,2.0,开头 比较 震惊 于 女主角 像 骨架子 一样 的 身材 而 吐口 水 的 那个 段落 说实话 我 无法 领悟 其美 反正 看好 之后 感觉 是 一部 烂 片儿 还 玩 伦理 加 情色
17890,3.0,她 有 Tourette 症   老爷爷 的 表情 哈哈哈 哈哈哈
17891,3.0,如同 蜻蜓点水 一般   缺少 张力   也 缺乏 深度
17892,3.0,成年 的 女儿 了 夜间 尿 尿 还要 爸爸 抱到 厕所 拉 下 裤头 扶 着 坐在 马桶 上
17893,3.0,easy 的 女人 无法 得到 真 感情
17894,4.0,难道 没 人 留意到 女主 的 每个 妆容 配搭 都 像 大片 一样 迷人 吗
17895,2.0,内容 不够 到 点
17896,3.0,居然 是 情色 没想到 又 是 一个 极端
17897,2.0,"作为 一部 闷骚 文艺片 不得不 说 故事 结构设计 得 很 糟糕 
 我 当初 居然 会 为了 这部 片 专门 压 了 一部 无 删节 无码 版"
17898,3.0,一个 单身 父亲 一个 只有 父亲 的 女孩子 女儿 在 身边 走马灯 般的 换 着 各种 男人 父亲 则 与 各色各样 女性 谈着 恋爱 做爱 不久 后 就 分手 在 他们 心中 做爱 就是 简单 生活 当然 女儿 很 爱 父亲 父亲 对 女儿 也 是 关爱 备至
17899,2.0,十六 可以 三十 了 就 不行 而且 观众们 也 会 逐渐 长大
17900,2.0,挺 无聊 的 但是 音乐 很 好
17901,2.0,故事 太 单薄 1 小时 拉得 好长 好长 好 几次 想 放弃 看 了 镜头 很 美 父女 间 的 伦理 很 美 可是 我 没有 什么 体会 但 有 一句 台词 挺 有意思 的 就是 赫 默尔 说 的 那句 我 觉得 爱 一个 人 就是 想要 知道 他 所 知道 的 一切
17902,2.0,总有 这样 漂亮 的 女孩子 我 总是 不 知道 她们 为何 这样 活着
17903,3.0,女主颜值 颇 高 内容 真心 没 看 明白
17904,5.0,好 难得 的 讨论 主题 20180421
17905,2.0,基調 怪怪的 情色 電影
17906,2.0,我 痛恨 那些 无趣 的 长镜头 还有 那些 变态 的 人
17907,3.0,没看 完 就 记得 有 一场 是 女儿 猛扑 过来 骑 在 父亲 肚子 上 故友 心理 活动 的 表达 极为 精准 分析 分析 也 就 这点 比较 吸引 我
17908,3.0,赤裸裸 的 战后 励志 没 人 鼓掌 我们 就 自己 鼓掌声 画 关系 讲究
17909,4.0,早期 黑泽明   只有 35 元 的 星期天   战后 乐观主义   结合 了 当时 的 电影 语法 蒙太奇   诗意 现实主义   motion 元素 黑色 的 雨伞   无 实物 表演   名 台词 幸福 时 我会 沉默不语
17910,4.0,女主角 实在 不 漂亮 但 并 不 妨碍 梦想
17911,4.0,"1 其实 这个 星期天 充满 了 种种 的 不 美好 正因如此 也 愈发 突出 它 的 美好 
 2 昌子 说 幸福 之 时 我会 沉默不语 
 3 月薪 1200 的 两个 人 几十块 过 一个 星期天 
 4 尤利西斯 一样 的 一天 
 5 经典 曲目 做 配乐 很 好 
 6 隐隐 地性 的 骚动 
 7 从 盒子 一样 的 样板房 再 到 废墟 之上 的 风信子 咖啡馆 就是 这些 年轻人 创造 了 昭和 奇迹 啊"
17912,3.0,日本 战后 主旋律 前半段 挺不错 的 后面 越来越 拖沓 越来越 拖沓
17913,5.0,一对 贫穷 的 恋人 然而 有 理想 有 尊严 有 爱情 音乐厅 的 一段 尤其 精彩 大音希声 所谓 大音 实际上 是 人 与 人 之间 交互 的 瞬间 迸发 的 光 而 那些 衣冠楚楚 端坐 在 座位 上 的 人们 也许 永远 也 看不到 这种 光
17914,4.0,黑泽明 也 拍 这种 题材 啊 几乎 以为 看 错 名字 快 两个 小时 无 压力 看 完 说明 黑 驾驭 闷片 有 功力
17915,4.0,光芒 总将 穿透 黑暗 太阳 依旧会 升起 对于 今日 的 日本 应该 也 有 很大 的 意义
17916,5.0,佩服 的 五体投地 跟 乱 七 武士 罗生 梦 这些 大 场面 的 历史 巨著 不同 这个 就是 两个 贫困 青年 的 苦涩 但 却 彼此 打气 的 周末 拍 的 触及 社会 的 很多 方面 也 触及 人类 的 贫困 卑微 希望 而且 你 也 无法 预判 电影 走向 也 没有 小津安 二郎 那种 宁静 那种 美 黑泽明 不 回避 阴冷 晦暗 无望 这些 真实
17917,4.0,二战 后 日本 士兵 回国 生活 的 境况 最后 在 露天 那场 指挥 隐形 演奏 团 的 戏 十分 有力 对 现实 种种 不公 的 控诉 对 未来 新 生活 的 美好 期望 音乐 此时 的 作用 体现 的 淋漓尽致 ps 影片 中 听到 了 麦 兜 里面 的 那段 旋律 不知 是 什么 曲子
17918,3.0,你 20 日元 我 15 日元 吃 了 馒头 逛 了 动物园 喝 了 咖啡 规划 了 未来 小人物 的 爱情 请 为 他们 鼓掌 三星 半
17919,5.0,For   better   or   for   worse   for   richer   or   for   poorer     也许 最美 的 约会 可能 不 一定 是 和 爱 的 人 在 豪华 的 酒店 吃饭 跳舞   而是 逛遍 城市 的 每个 角落   意识 到 彼此 的 重要   甜蜜 忧伤 都 共同 分享 下个星期 天见
17920,4.0,虽然 没什么 新鲜 东西 但 十分 难得 能 拍 得 这么 清新 从 那 时候 就可以看 出来 黑泽明 的 情感 表达 是 十分 不 节制 的 把 很多 东西 都 搞 得 很 腻 不过 也 算 瑕不掩瑜 吧
17921,4.0,可能 反映 了 当时 战后 日本 社会 的 一些 真实情况 但是 充斥 其中 的 乐观主义 精神 尤其 风格 不 搭调 的 指挥 那场 戏 削弱 了 本片 的 力量
17922,4.0,哈哈   两个 主演 也 没有 评论 说 的 那么 丑 只是 很 普通 长相 女主是 一个 温暖 的 人 面对 经历 战争 后 变得 颓废 消极 的 男主 也 总能 笑 着 鼓励 他 真是 很 难得 不论 在 什么 情况 下 都 能 做 着 美梦 怀抱 梦想 努力 生活 的 人 都 值得 得到 掌声
17923,4.0,至少 给 战后 的 平民 一点 念想
17924,4.0,inspiring
17925,4.0,如此 朴实 的 黑泽明
17926,4.0,就 像 其他 战败 后 的 国家 一样 有着 类似 的 情形
17927,4.0,20171209letv 黑泽明 战后 三部曲 补齐 野良犬 酩酊 天使 美好 星期天 关注 底层 注视 苦难 对 在 困苦 生活 中 依然 保持 尊严 的 人们 致以 敬意 本片 简化 剧情 这是 一对 贫困 却 保有 尊严 的 恋人 结尾 音乐厅 这 一幕 是 神来之笔 打破 第三 堵墙 却 不 刻意 看似 超现实 实则 在 情在理 值得 鼓掌
17928,5.0,当时 那么 小 还是 哭 了 的
17929,5.0,jack   与 　 morrie 的 灵魂 约会
17930,4.0,书 比较 好看 总 觉得 缺 了 点 什么
17931,4.0,注定 的 死亡 对于 老人 和 生者 而言 都 是 太 悲伤 太 无情 Morrie 能够 以 那么 平静 安宁 的 心 渡过 最后 的 日子 非常 感动 但是 我 实在 无论如何 也 无法 接受 自己 爱 的 人 永远 离开 T   T
17932,4.0,You   much   love   or   die   Love   connect   everyone   and   everything   death   will   end   life   but   not   the   relationship
17933,4.0,你 能 和 自己 的 心灵 和平共处 吗
17934,5.0,第一次 看到 电影 时 非常 感动 寻找 了 好几年 才 看到 市面上 有书 译本
17935,4.0,nice   story 今天 看 了 卜 有亮 和 金士杰 的 舞台剧 很 感人 很 温馨
17936,4.0,And   no   one   exists   alone   We   must   love   one   another   or   die   by   W   H   Auden
17937,5.0,課堂 老師 分享 的 電影 簡單 而 溫暖 讓 我 忘 了 鏡頭 被 那 情懷 打動 結尾 莫里 平靜地 離開 雖然 知道 他 很 安然 可 還是 忍不住 拭 了 淚
17938,5.0,哭 了 不是 相爱 就 会 死亡 he   is   such   a   sweet   man
17939,4.0,有时候 我们 需要 别人 的 提点 有时候 我们 有 责任 提 点 别人
17940,5.0,我 在 纪念 Jack   Lemmon 逝世 那周 看 的   毫不 意外 哭 了 个 稀里哗啦   Mitch 抱起 干瘪 的 Coach 那 一幕 太 让 人 难受 了
17941,4.0,我们 必须 相爱 或者 死去 关于 人生 的 所有 道理 都 要 被 这个 可爱 的 乐观 的 倔强 的 老头子 说 尽 了 感谢 命运 无常 让 我们 认清 真实 的 生活 真正 的 自己
17942,4.0,高中 時候 看 的 書 看 完電影 之後想 再 把 話劇 也 看 了
17943,5.0,20100822   如果 你 害怕 变老   那 是因为 你 的 生活 没有 意义
17944,3.0,"t546676ec3   
 t5d2c846f6   
 中字 httpwwwshootercnxmlsub141141035xml"
17945,5.0,这是 半年 来看 过 的 最好 的 片子 而 我 几乎 两次 差点 将 它 删掉 电影 里 涵盖 的 东西 太多 了 对 怯懦 逃避 爱 生活 每 一个 人 都 能 从中 找到 自己 需要 的 答案 这 让 我们 重新 审视 自己 自己 的 生活 和 意愿 让 我们 重新整理 自己 的 态度 和 状态 不再 庸庸碌碌 六神无主 悲伤 嫉妒 自怜 自负 让 人 意识 到 曾经 的 自己 是 多么 的 糟糕
17946,5.0,"米奇 与 莫里 聊天 时 总是 不愿 提起 死亡 莫里 问 他 为什么 米奇 说 人们 本来 就 避讳 谈 死亡 
         莫里 不解 为什么 人们 会 因为 否认 了 事实 而 安心 呢 
 
               莫里 对 米奇 说 你 一直 都 在 跑 但 你 有没有 停下来 想过 你 在 跑 离 什么"
17947,4.0,1 很多 事情 我 平时 都 有 认真 想过 所以 看 完 还是 没 感觉 甚至 连哭点 都 没 get 到 2 作为 电影 不 应该 这么 叙事 90 分钟 反复 一个 场景 看着 看着 就 走神 了 3 总体 来说 对 一部分 人 还是 有 启蒙 意义 的 4 女主角 不算 美 但是 唇红齿白 很 可爱 5 看 这部 是 课下 作业 不是 因为 我 想佳维
17948,5.0,胖册 的 编剧 能力 可能 比 普通 人类 优秀 了 100 年 BBC 不 说 了 给 大佬 递鬼
17949,4.0,这 要是 看 直播 估计 我 也 会 把 牛奶 碗 扔出去
17950,3.0,玩 是 玩花 了 但是 觉得 并 没有 很 好 地 组织 啊 一些 套路 的 碎片 拼凑 不过 追 直播 的 观感 可能 又 不 一样 一点 吧
17951,5.0,英国 著名 编剧 二册 不惜 自 砸饭碗 也 要 让 观众 彻底 分清 Inside   No9 和 Black   Mirror
17952,4.0,"播放 9 号 秘事 S01E02 静夜 时 出现 了 鬼 但 原版 静夜 中是 没有 鬼 的 
 这 一幕 不仅 细思 恐极 而且 和 与 史蒂夫 佩姆伯顿 说 9 号 秘事 要 和 午夜凶铃 撞 时间 档相 呼应 
 午夜凶铃 是 鬼 从 电视 里 出来 闹鬼 版 静夜 则 是 鬼 进入 到 电视 中"
17953,4.0,是 我 忘带 刀 了 还是 节目组 飘 了
17954,4.0,官方 鬼畜 爆头 是 什么 鬼 哟 顺带 吐槽 了 一把 隔壁 黑镜 可 还行 这种 剧情 设计 还是 得 在 电视 上 看 直播 才 够味 啊 万圣节 特辑 最 适合 看 这种 神神 叨叨 的 风格 了
17955,4.0,"其实 要 比 网络 迷踪 在 新 媒体 伪 纪录片 的 路子 上 探究 地 更深 更 厉害 却 打 不出 五星 来 也许 是因为 没 看 直播 吧 
 有 一段 在 化妆间 角色 背 过头 玩 手机 没 看见 电视 画面 中 的 老奶奶 自杀 
 这段 挺 瘆 人 的 粗想 以为 是 bug 细想 其实 则 是 人 成为 媒介 延伸 后 机器 自我意识 的 二度 觉醒 可怕 怕 了"
17956,5.0,"1 人人 字幕 史诗 级剧 透    2 两位 艺术家 我 已经 找 不到 形容词 吹 爆 他们 了  3 麦哥 总算 挤进 了 九号 秘事"
17957,3.0,更 希望 是 剧情 上 的 而 不是 通过 技巧 手段 来 实现 当然 如果 是 直播 观看 五星 体验
17958,5.0,大佬 遗作
17959,4.0,俩 人 就是 玩 的 心态 当时 英国 观众 是 吓 愣 了 吧
17960,4.0,形式 太 前卫 了 在 电视 上 看 简直 一定 会入 戏
17961,3.0,什么 鬼 嘛 还 节目 故障 暂停 笑 死 个人
17962,5.0,我特 么 在 第一次 视频 没 声音 的 时候 就 把 资源 删 了 重新 下 了 个 服 了 服 了 服 了 服 了
17963,5.0,万万 没想到 对 数字 文化 digital   culture 反思 得 最好 的 会 率先 出现 在 小屏 这个 special 很大 程度 上 是 基于 古典 戏剧 前面 的 走位 转场 也 是 这 系列 一以贯之 的 风格 的 自反 看看 在 当代 数字 人文 的 语境 中 在 直播 监控 头部 摄影机 隐藏 摄像机 等 无处不在 的 屏幕 里面 戏剧 繁复 的 层次感 将 如何 实现 当中 还 加入 了 节目 的 真实 素材 借 不同 节目 的 片段 组接 来 提供 剧作 展开 的 背景 haunted   by   ghosts 观看 过程 中 不仅 疑惑 万分 观感 奇妙 还 时时 感受 到 对 基于 数字 技术 的 监控 资本主义 的 几丝 控诉 一切 坚固 的 东西 并未 烟消云散 即使 观看 渠道 变得复杂 不过 还是 基于 古典 比如 play 的 再 发展 而 不是 全新 的 再 创造 羡慕 英国 观众 有 这样 的 作者 也 正是 得益于 数字 技术 的 发展 我们 也 能 欣赏 到 这样 的 作者 作品
17964,5.0,音响 故障 电视台 官方 播报 重播 第一季 等 种种 全新 花样 把 真实 电视节目 素材 剪入 还 把 主创 自身 采访 节目 剪入 更 非同凡响 的 是 采用 直播 的 形式 播出 利用 电视台 故障 这一 既有 设定 以伪 纪录片 形式 使用 监控 头盔 摄像头 夜视仪 来 紧扣 万圣节 主题 创意 实在 太棒了 如果 能 在 电视 上 像 看 普通 节目 一样 观看 效果 绝对 翻倍 简单 的 特别 集 质量 依旧 高
17965,5.0,mlgd   这 两个 人 精妙绝伦 无与伦比   就 tm 演了 五分钟 吧   又 精彩 又 玄妙 又 可爱 又 想 骂娘   希望 他们 俩 百年好合 万事如意 心想事成 一帆风顺   一路 拍 到 十八 季   我 不行 了   我 的 万圣节 圆满 了
17966,4.0,短短 30 分钟 回味 60 分钟
17967,5.0,卧槽 效果 太好了 我 音量 关小 不 全屏 一遍 刷 豆瓣 一边 看 还是 被 吓 到 好 几次 我 之前 就 说 过 相比 靠 议题 和 反转 取胜 的 黑镜 inside   no9 是 完完全全 展示 了 戏剧 魅力 的 作品 而 现在 连 跨 媒介 的 传播 形式 都 实验 上 了 真的 牛 逼
17968,4.0,八十年代 的 一群 腊鸡 配音 里 只有 谷峰 老师 的 声音 还是 那么 有 质感 前半部 分 八卦 段子 真的 看到 我 目瞪口呆 后面 有点 乏力 但 最后 的 假戏真做 和 人生 如戏 总要 落幕 还是 让 人 觉得 伤感 李老师 给 邵氏 拍 的 最后 一部 电影 总算 不止 是 个 段子 吵吵闹闹 背后 也 还是 有 真心
17969,5.0,花絮 幕后 都 能 攒成 片子
17970,5.0,八卦 老头 啊
17971,3.0,李翰祥 的 小 段子 拼贴
17972,4.0,李翰祥 老师 您 可 真 八卦
17973,4.0,李翰祥 三十三年 之 所见所闻 笑林 广记 到 今天 偏 又 一个 三十年 未免 唏嘘 PS 好 想 去 服装 部 工作
17974,4.0,7710   李导 告别 邵氏 之作 原来 不是 细说 从头 自己 倒 全是 别人 家 片场 花絮 八卦 片场 原来 同 街头巷尾 妓院 店铺 没什么 两样
17975,5.0,真是 豁达 到 感伤 八卦 的 刻板 与 超越 的 视野 熔铸 在 一起 难解难分
17976,3.0,没多大 意思 李翰祥 出走 邵氏 的 最后 一部 电影 几乎 把 那些 片场 逸闻 和 八卦 段子 来 了 个 大 集合 轿 中 偷情 玉女明星 未 婚生子 导演 试吻 戏 弄假成真 摄制组 集体 整 蛊 迟到 男演员 等等 唯一 让 人 忍俊不禁 的 可能 就是 李翰祥 本人 的 自黑 了 吧 聊以 慰藉
17978,5.0,太 多 亮点 了 哈哈哈 cinemascope 呢
17979,3.0,四不象 纪录片 不 象 纪录片 喜剧片 不 象 喜剧片 风月 片不象 风月 片
17980,4.0,香港 更 早 的 进行 了 中西 混合 如果 不看 这些 香港 老 片 华语 电影 的 历史 实在 是 不 完整 的 横店 很 像 当年 的 邵氏 片场 徐克 成龙 的 早期 电影 都 是 在 此基础 上 演变 而来 的
17981,2.0,多 无聊
17982,2.0,睇 人 笑 做戏 一场 又 一场 睇 戏苦 做人 一年 又 一年 25
17983,4.0,李翰祥 对光 陆怪 离 的 电影圈 作一 总括   如 片场 偷情   欠薪 出计   纯情 女星 未婚 產子   趣事 七拼八凑   含沙射影   令人 会心微笑 尽数 60 年代 到 80 年代 娱乐圈 八卦 李 亲自 客串 绝对 让 人大 呼 过瘾 模拟 拍摄 智取 威虎山 的 一段 让 人 捧腹大笑 片中 至少 三个 女人 露点
17984,3.0,把 书里 的 一些 段子 影响 化 了 但 还是 看 文字 比较 有趣 种鸡 养菜 那 一段 笑 死 了 总体 来看 就是 段落 拼凑 没有 一条 贯穿 始终 的 主线 所谓 太阳 底下 没有 新鲜事儿 今日 的 娱乐圈 污七八糟 亦 如 从前 可惜 再也 没有 李大导
17985,4.0,李导 很 有 自嘲 精神   数十年 来 娱乐圈 依旧 是 一出 黑色 喜剧   到 末了 感叹 一句 戏如 人生 却是 惆怅 更 多   只 可惜 李导 的 经历 只是 片头 寥寥 数笔
